age,online_class_time,class_rating,class_medium,self_study_time,sleep_time,social_media_time,time_utilized
17,7.0,Excellent,Smartphone,1.0,4.0,1.0,YES
13,2.0,Excellent,Smartphone,1.0,6.0,2.0,YES
13,1.0,Good,Smartphone,2.0,8.0,3.0,YES
20,2.0,Very poor,Laptop/Desktop,4.0,8.0,2.0,YES
27,0.0,Good,Laptop/Desktop,2.0,10.0,6.0,NO
20,1.0,Good,Laptop/Desktop,0.0,7.0,2.0,YES
20,5.0,Very poor,Laptop/Desktop,3.0,7.0,4.0,YES
17,4.0,Average,Smartphone,1.0,8.0,5.0,NO
27,3.0,Excellent,Laptop/Desktop,2.0,7.0,1.0,YES
9,1.0,Average,Laptop/Desktop,1.0,8.0,0.0,NO
14,5.0,Average,Smartphone,1.0,7.0,1.0,NO
36,2.0,Excellent,Tablet,3.0,7.0,5.0,NO
8,2.0,Excellent,Laptop/Desktop,2.0,8.0,1.0,YES
20,2.0,Average,Laptop/Desktop,1.0,7.0,1.0,YES
12,2.0,Average,Laptop/Desktop,1.0,7.0,2.0,YES
19,8.0,Excellent,Laptop/Desktop,10.0,6.0,1.0,YES
24,0.0,Excellent,Laptop/Desktop,3.0,8.0,3.0,YES
20,2.0,Average,Laptop/Desktop,2.0,8.0,3.0,YES
22,1.0,Very poor,Smartphone,3.0,7.0,3.0,NO
20,3.0,Very poor,Laptop/Desktop,0.0,9.0,4.0,NO
12,1.0,Excellent,Smartphone,3.0,6.0,1.0,NO
21,0.0,Very poor,Laptop/Desktop,1.0,6.0,6.0,NO
20,2.0,Average,Laptop/Desktop,3.0,7.0,3.0,YES
32,1.0,Average,Smartphone,0.0,14.0,2.0,NO
28,4.0,Good,Laptop/Desktop,4.0,12.0,2.0,YES
21,2.0,Very poor,Laptop/Desktop,0.0,12.0,5.0,NO
21,2.0,Average,Laptop/Desktop,2.0,8.0,2.0,YES
15,5.0,Average,Laptop/Desktop,3.0,10.0,3.0,YES
19,1.0,Very poor,Laptop/Desktop,0.0,9.0,8.0,NO
19,3.0,Very poor,Laptop/Desktop,1.0,5.0,1.0,NO
18,3.0,Very poor,Smartphone,2.0,8.0,2.0,NO
14,7.0,Very poor,Tablet,3.0,8.0,0.0,NO
18,1.0,Excellent,Smartphone,2.0,8.0,1.0,YES
50,2.0,Good,Smartphone,2.0,6.0,2.0,YES
20,0.7,Very poor,Laptop/Desktop,3.5,8.0,3.0,YES
16,2.0,Very poor,Laptop/Desktop,2.0,9.0,2.0,NO
13,2.0,Good,Smartphone,1.0,11.0,2.0,NO
20,3.0,Very poor,Laptop/Desktop,4.0,8.0,2.0,YES
21,0.0,Very poor,Laptop/Desktop,2.0,7.0,2.0,NO
14,3.0,Excellent,Laptop/Desktop,5.0,10.0,3.0,YES
20,0.0,Very poor,Laptop/Desktop,2.0,7.0,5.0,NO
22,3.0,Average,Laptop/Desktop,2.0,7.0,3.0,YES
13,0.75,Excellent,Smartphone,2.0,7.0,1.0,YES
13,3.0,Good,Smartphone,3.0,8.0,1.0,YES
16,6.0,Good,Smartphone,3.0,6.0,1.0,YES
35,4.0,Average,Smartphone,2.0,6.0,0.5,NO
45,3.0,Excellent,Laptop/Desktop,4.0,8.0,2.0,YES
16,0.0,Good,Smartphone,0.0,6.0,1.0,NO
20,4.0,Very poor,Laptop/Desktop,6.0,8.0,0.0,YES
21,0.0,Poor,Laptop/Desktop,9.0,7.0,2.0,YES
23,6.0,Average,Laptop/Desktop,4.0,9.0,1.0,NO
21,2.0,Average,Laptop/Desktop,4.0,8.0,8.0,YES
20,7.0,Good,Laptop/Desktop,2.0,8.0,4.0,NO
19,0.0,Very poor,Smartphone,5.0,7.0,4.0,YES
18,4.0,Very poor,Smartphone,2.0,12.0,2.0,YES
20,5.0,Good,Laptop/Desktop,7.0,6.0,1.0,YES
20,0.0,Very poor,Laptop/Desktop,10.0,6.0,2.0,YES
20,4.0,Very poor,Laptop/Desktop,5.0,9.0,2.0,NO
19,4.0,Average,Laptop/Desktop,0.0,8.0,6.0,NO
19,0.0,Good,Laptop/Desktop,3.0,8.0,3.0,NO
7,2.0,Good,Smartphone,2.0,9.0,1.0,NO
21,2.0,Average,Laptop/Desktop,0.0,7.0,3.0,YES
23,4.0,Very poor,Laptop/Desktop,10.0,7.0,1.0,YES
20,5.0,Very poor,Laptop/Desktop,2.0,13.0,4.0,NO
20,4.0,Very poor,Smartphone,4.0,8.0,4.0,YES
19,4.0,Very poor,Laptop/Desktop,3.0,8.0,3.0,YES
20,4.0,Very poor,Laptop/Desktop,2.0,8.0,2.0,YES
18,4.0,Average,Smartphone,1.0,9.0,4.0,NO
21,4.0,Very poor,Tablet,0.0,11.0,10.0,NO
18,6.0,Very poor,Laptop/Desktop,6.0,6.0,1.0,YES
21,6.0,Excellent,Laptop/Desktop,6.0,6.0,1.0,NO
19,2.0,Very poor,Laptop/Desktop,3.0,7.0,3.0,NO
19,0.0,Average,Laptop/Desktop,1.0,8.0,1.0,NO
22,2.0,Average,Laptop/Desktop,2.0,8.0,1.0,NO
21,3.0,Average,Laptop/Desktop,7.0,6.0,1.0,YES
24,2.0,Poor,Smartphone,6.0,6.0,3.0,NO
20,4.0,Very poor,Laptop/Desktop,4.0,8.0,2.0,NO
20,2.0,Average,Smartphone,2.0,12.0,4.0,NO
24,5.0,Average,Laptop/Desktop,2.0,6.0,3.0,NO
21,5.0,Average,Laptop/Desktop,6.0,7.0,2.0,YES
20,3.0,Very poor,Laptop/Desktop,6.0,5.0,3.0,YES
22,5.0,Very poor,Smartphone,0.0,8.0,4.0,NO
20,7.0,Very poor,Laptop/Desktop,0.0,6.0,2.0,NO
20,0.5,Very poor,Smartphone,3.0,10.0,3.0,NO
22,0.5,Very poor,Laptop/Desktop,1.0,8.0,3.0,NO
21,4.0,Average,Laptop/Desktop,1.0,10.0,2.0,NO
19,3.0,Very poor,Laptop/Desktop,2.0,6.0,2.0,NO
13,3.0,Average,Smartphone,2.0,7.0,2.0,YES
10,4.0,Average,Smartphone,2.0,8.0,1.0,YES
21,4.0,Very poor,Laptop/Desktop,2.0,6.0,1.0,NO
20,2.0,Very poor,Laptop/Desktop,3.0,11.0,1.0,NO
22,1.0,Very poor,Smartphone,2.0,6.0,2.0,YES
20,4.0,Average,Laptop/Desktop,0.0,12.0,2.0,NO
20,0.0,Poor,Laptop/Desktop,2.0,10.0,4.0,NO
20,0.0,Average,Laptop/Desktop,1.0,8.0,4.0,NO
21,0.0,Average,Smartphone,4.0,7.0,2.0,YES
19,4.0,Very poor,Laptop/Desktop,3.0,8.0,2.0,YES
13,2.0,Excellent,Smartphone,2.0,6.0,6.0,YES
20,2.0,Average,Laptop/Desktop,3.0,7.0,5.0,NO
17,2.0,Average,Smartphone,5.0,5.0,1.0,NO
11,1.0,Good,Laptop/Desktop,1.0,15.0,3.0,YES
17,2.0,Excellent,Smartphone,3.0,8.0,3.0,YES
17,1.0,Average,Smartphone,2.0,8.0,1.0,NO
19,4.0,Very poor,Laptop/Desktop,5.0,8.0,3.0,NO
20,6.0,Good,Laptop/Desktop,5.0,6.0,10.0,YES
18,3.0,Good,Laptop/Desktop,4.0,7.0,2.0,YES
20,4.0,Average,Laptop/Desktop,3.0,8.0,4.0,NO
19,0.0,Very poor,Laptop/Desktop,1.0,9.0,6.0,NO
17,3.0,Average,Smartphone,3.0,9.0,2.0,NO
19,0.0,Very poor,Smartphone,0.0,10.0,7.0,NO
21,1.0,Average,Laptop/Desktop,8.0,8.0,2.0,NO
34,2.0,Average,Laptop/Desktop,1.0,7.0,6.0,YES
15,4.0,Very poor,Smartphone,4.0,7.0,1.0,NO
19,2.0,Very poor,Laptop/Desktop,0.0,12.0,2.0,NO
17,6.0,Average,Smartphone,4.0,7.0,9.0,NO
26,2.0,Very poor,Laptop/Desktop,1.0,8.0,4.0,NO
20,0.0,Very poor,Laptop/Desktop,1.0,7.0,0.5,YES
22,3.0,Average,Laptop/Desktop,6.0,8.0,4.0,YES
20,6.0,Poor,Laptop/Desktop,2.0,8.0,1.0,YES
21,4.0,Very poor,Laptop/Desktop,2.0,8.0,4.0,YES
14,3.0,Good,Smartphone or Laptop/Desktop,2.0,6.0,1.0,YES
20,5.0,Very poor,Laptop/Desktop,6.0,7.0,2.0,NO
19,2.0,Excellent,Smartphone,2.0,10.0,2.0,YES
44,3.0,Average,Smartphone,4.0,6.0,1.0,YES
20,1.0,Very poor,Tablet,2.0,8.0,2.0,YES
22,3.0,Average,Laptop/Desktop,6.0,6.0,3.0,NO
21,1.0,Poor,Smartphone,4.0,8.0,4.0,YES
20,5.0,Very poor,Laptop/Desktop,2.0,8.0,1.0,YES
18,4.0,Very poor,Tablet,4.0,9.0,2.0,NO
15,1.0,Good,Smartphone,2.0,8.0,1.0,NO
19,2.0,Average,Smartphone,0.0,8.0,10.0,NO
24,2.0,Average,Smartphone,2.0,6.0,3.0,NO
16,7.0,Average,Smartphone,4.0,6.0,1.0,YES
21,0.0,Poor,Smartphone,8.0,7.0,2.0,YES
17,4.0,Good,Smartphone,3.0,6.0,5.0,YES
15,5.0,Good,Smartphone,2.0,7.0,0.0,NO
16,2.0,Very poor,Smartphone,1.0,9.0,1.0,NO
21,6.0,Average,Laptop/Desktop,2.0,7.0,1.5,NO
13,2.0,Excellent,Smartphone,2.0,9.0,2.0,YES
22,3.0,Very poor,Smartphone,2.0,9.0,1.0,NO
15,4.0,Average,Laptop/Desktop,4.0,11.0,1.0,YES
26,0.5,Very poor,Smartphone,1.0,6.0,1.0,NO
21,0.0,Very poor,Laptop/Desktop,2.0,10.0,6.0,NO
13,1.0,Good,Smartphone,1.0,8.0,1.0,NO
21,3.0,Average,Laptop/Desktop,0.0,8.0,2.0,NO
21,3.0,Very poor,Smartphone,1.0,8.0,2.0,YES
17,2.0,Average,Smartphone,1.0,8.0,7.0,NO
20,1.0,Good,Smartphone,3.0,8.0,3.0,NO
18,3.0,Good,Smartphone,2.0,8.0,1.0,YES
19,2.0,Very poor,Laptop/Desktop,8.0,8.0,1.0,NO
21,4.0,Average,Laptop/Desktop,4.0,8.0,3.0,NO
20,8.0,Excellent,Smartphone,8.0,7.0,2.0,YES
21,8.0,Good,Laptop/Desktop,2.0,7.0,1.0,YES
32,2.0,Good,Smartphone,0.0,11.0,1.0,NO
19,4.0,Good,Laptop/Desktop,4.0,8.0,6.0,NO
18,2.0,Very poor,Smartphone,0.0,8.0,1.0,NO
18,0.0,Very poor,Smartphone,0.0,7.0,3.0,NO
19,2.0,Very poor,Laptop/Desktop,1.0,8.0,3.0,YES
19,2.0,Very poor,Smartphone,2.0,8.0,1.5,NO
19,3.0,Excellent,Laptop/Desktop,0.0,9.0,6.0,YES
23,4.0,Very poor,Smartphone,4.0,8.0,2.0,NO
22,4.0,Very poor,Laptop/Desktop,1.0,9.0,1.0,YES
12,6.0,Good,Tablet,4.0,7.0,1.0,NO
8,2.0,Excellent,Laptop/Desktop,1.0,5.0,1.0,YES
17,0.75,Excellent,Smartphone,4.0,7.0,1.0,YES
21,3.0,Excellent,Laptop/Desktop,1.0,11.0,3.0,YES
14,3.0,Average,Smartphone,2.0,7.0,2.0,YES
20,4.0,Very poor,Smartphone,3.0,8.0,1.0,NO
22,0.0,Very poor,Smartphone,2.0,6.0,0.5,YES
13,6.0,Average,Tablet,3.0,10.0,1.0,YES
21,2.0,Very poor,Smartphone,0.5,8.0,1.0,YES
36,3.0,Excellent,Laptop/Desktop,2.0,8.0,2.0,NO
13,4.0,Good,Any Gadget,3.0,9.0,3.0,YES
24,2.0,Average,Smartphone,1.0,7.0,4.0,YES
46,2.0,Very poor,Smartphone,0.5,7.0,1.0,NO
16,5.0,Good,Laptop/Desktop,8.0,6.0,0.4,YES
25,2.0,Good,Laptop/Desktop,3.0,7.0,2.0,YES
24,6.0,Good,Laptop/Desktop,8.0,9.0,2.0,YES
17,4.0,Very poor,Smartphone,2.0,10.0,3.0,YES
16,1.0,Average,Smartphone,2.0,10.0,2.0,NO
20,3.0,Very poor,Laptop/Desktop,6.0,8.0,3.0,YES
40,5.0,Very poor,Laptop/Desktop,3.0,6.0,3.0,YES
32,1.0,Average,Laptop/Desktop,2.0,7.0,3.0,NO
14,5.0,Average,Smartphone,2.0,9.0,1.0,YES
18,4.0,Average,Laptop/Desktop,2.0,7.0,4.0,NO
52,0.0,Good,Laptop/Desktop,2.0,8.0,2.0,YES
21,1.0,Very poor,Laptop/Desktop,8.0,8.0,2.0,YES
21,6.0,Very poor,Laptop/Desktop,3.0,8.0,4.0,NO
21,4.0,Average,Laptop/Desktop,3.0,8.0,2.0,NO
22,1.0,Very poor,Laptop/Desktop,10.0,7.0,1.0,YES
19,0.0,Very poor,Smartphone,4.0,8.0,4.0,NO
14,4.0,Good,Smartphone,1.0,8.0,1.0,YES
18,1.0,Average,Smartphone,2.0,7.0,1.0,NO
17,2.0,Excellent,Smartphone,3.0,10.0,1.0,YES
21,2.0,Average,Laptop/Desktop,0.0,7.0,5.0,NO
22,2.0,Very poor,Laptop/Desktop,2.0,6.0,5.0,YES
15,3.0,Very poor,Smartphone,2.0,10.0,1.0,NO
25,6.0,Good,Laptop/Desktop,0.0,7.0,3.0,NO
17,2.0,Excellent,Smartphone,3.0,8.0,1.0,YES
25,1.0,Average,Laptop/Desktop,4.0,9.0,2.0,NO
22,1.0,Very poor,Smartphone,0.0,6.0,2.0,NO
21,0.0,Very poor,Smartphone,3.0,8.0,4.0,NO
20,1.0,Good,Laptop/Desktop,3.0,12.0,3.0,YES
21,2.0,Good,Smartphone,5.0,12.0,3.0,NO
13,3.5,Good,Smartphone,2.0,9.0,1.0,YES
32,6.0,Good,Laptop/Desktop,2.0,5.0,2.0,YES
34,2.0,Average,Laptop/Desktop,2.0,7.0,4.0,NO
22,0.0,Very poor,Smartphone,1.0,8.0,5.0,NO
21,4.0,Average,Laptop/Desktop,4.0,6.0,1.0,YES
17,1.0,Good,Smartphone,1.0,8.0,2.0,NO
13,4.0,Excellent,Smartphone,5.0,13.0,2.0,YES
30,4.0,Average,Laptop/Desktop,3.0,7.0,1.0,NO
21,2.0,Average,Smartphone,1.0,9.0,2.0,NO
28,3.0,Good,Laptop/Desktop,4.0,9.0,2.0,YES
21,4.0,Very poor,Laptop/Desktop,3.0,6.0,2.0,NO
15,2.0,Excellent,Smartphone,5.0,11.0,1.0,NO
16,1.0,Good,Smartphone,1.0,7.0,2.0,YES
40,3.0,Average,Smartphone,1.0,7.0,4.0,YES
43,2.0,Good,Laptop/Desktop,2.0,7.0,1.0,YES
25,1.0,Average,Smartphone,2.0,10.0,1.0,NO
17,0.75,Good,Smartphone,2.0,6.0,1.0,YES
18,0.75,Good,Smartphone,1.0,12.0,1.0,YES
17,0.75,Good,Smartphone,2.0,12.0,1.0,YES
30,4.0,Excellent,Laptop/Desktop,4.0,5.0,6.0,YES
19,4.0,Average,Laptop/Desktop,4.0,8.0,0.0,NO
21,0.0,Very poor,Smartphone,2.0,10.0,2.0,NO
20,4.0,Good,Laptop/Desktop,6.0,8.0,3.0,YES
19,5.0,Very poor,Smartphone,1.0,5.0,2.0,NO
19,3.0,Very poor,Laptop/Desktop,2.0,8.0,3.0,NO
19,0.0,Very poor,Smartphone,0.0,12.0,4.0,NO
20,4.0,Average,Laptop/Desktop,2.0,7.0,1.0,NO
19,4.0,Very poor,Smartphone,5.0,6.0,2.0,YES
20,0.0,Very poor,Laptop/Desktop,3.0,8.0,4.0,NO
19,2.0,Very poor,Laptop/Desktop,2.0,9.0,1.0,YES
21,6.0,Very poor,Smartphone,4.0,7.0,2.0,NO
20,4.0,Very poor,Smartphone,3.0,8.0,3.0,NO
20,4.0,Very poor,Laptop/Desktop,4.0,7.0,1.0,NO
20,5.0,Average,Laptop/Desktop,0.5,8.0,1.0,NO
20,5.0,Very poor,Smartphone,2.0,7.0,1.0,YES
22,6.0,Average,Smartphone,2.0,11.0,6.0,NO
22,3.0,Very poor,Laptop/Desktop,2.0,9.0,4.0,NO
21,1.0,Average,Smartphone,1.0,8.0,2.0,NO
30,2.0,Very poor,Laptop/Desktop,1.0,5.0,1.0,YES
21,2.0,Very poor,Laptop/Desktop,2.0,6.0,3.0,NO
22,3.0,Average,Laptop/Desktop,3.0,8.0,3.0,YES
21,4.0,Good,Smartphone,3.0,8.0,3.0,YES
21,5.0,Very poor,Smartphone,1.0,9.0,1.5,NO
19,5.0,Good,Laptop/Desktop,3.0,9.0,5.0,YES
22,1.0,Very poor,Laptop/Desktop,2.0,9.0,1.5,NO
20,6.0,Average,Laptop/Desktop,2.0,8.0,4.0,NO
21,3.0,Excellent,Laptop/Desktop,6.5,7.0,0.5,YES
21,3.0,Average,Laptop/Desktop,2.0,7.0,2.0,YES
21,0.0,Very poor,Laptop/Desktop,4.0,8.0,1.0,YES
21,5.0,Good,Laptop/Desktop,4.0,8.0,1.0,NO
22,0.0,Very poor,Smartphone,0.5,10.0,1.0,NO
20,0.0,Very poor,Laptop/Desktop,0.0,10.0,10.0,NO
20,3.0,Good,Laptop/Desktop,3.0,7.0,2.0,YES
18,2.0,Average,Smartphone,1.0,10.0,4.0,NO
19,0.0,Average,Laptop/Desktop,3.0,9.0,2.0,NO
21,3.0,Average,Laptop/Desktop,4.0,7.0,1.0,NO
19,4.0,Poor,Laptop/Desktop,5.0,7.0,0.5,YES
22,3.0,Very poor,Laptop/Desktop,3.0,7.0,4.0,NO
21,7.0,Very poor,Laptop/Desktop,0.0,8.0,3.0,YES
20,0.0,Very poor,Laptop/Desktop,2.0,9.0,2.0,YES
20,4.0,Very poor,Smartphone,2.0,6.0,2.0,YES
21,4.0,Good,Smartphone,2.0,7.0,3.0,YES
23,3.0,Very poor,Laptop/Desktop,6.0,7.0,1.5,YES
22,0.0,Very poor,Laptop/Desktop,1.0,14.0,2.0,NO
20,4.0,Very poor,Laptop/Desktop,1.0,12.0,2.0,YES
20,6.0,Very poor,Laptop/Desktop,6.0,8.0,0.0,NO
21,3.0,Average,Laptop/Desktop,3.0,9.0,2.0,YES
19,1.0,Average,Laptop/Desktop,3.0,10.0,4.0,NO
22,0.0,Average,Laptop/Desktop,6.0,6.0,1.0,YES
20,3.0,Poor,Laptop/Desktop,5.0,7.0,1.0,NO
19,1.0,Average,Laptop/Desktop,2.0,7.0,3.0,NO
22,2.0,Good,Laptop/Desktop,10.0,6.0,1.0,YES
19,2.0,Very poor,Laptop/Desktop,1.0,5.0,4.0,YES
18,3.0,Average,Smartphone,1.0,9.0,4.0,YES
20,2.0,Average,Laptop/Desktop,2.0,9.0,1.0,YES
19,2.0,Very poor,Laptop/Desktop,2.0,12.0,2.0,YES
23,2.0,Average,Smartphone,5.0,12.0,1.0,YES
19,0.0,Average,Smartphone,1.0,8.0,4.0,NO
19,2.0,Good,Laptop/Desktop,3.0,8.0,2.0,YES
17,7.0,Very poor,Laptop/Desktop,3.0,6.0,2.0,YES
18,7.0,Average,Laptop/Desktop,2.0,8.0,3.0,YES
22,2.0,Good,Any Gadget,1.5,7.0,1.0,NO
21,4.0,Average,Laptop/Desktop,4.0,7.0,2.0,YES
17,3.0,Average,Laptop/Desktop,2.0,6.0,2.0,NO
19,0.0,Good,Tablet,0.5,6.0,2.0,NO
20,5.0,Very poor,Smartphone,2.0,6.0,3.0,NO
17,4.0,Very poor,Smartphone,1.0,6.0,2.0,NO
21,3.0,Very poor,Laptop/Desktop,3.0,8.0,3.0,NO
19,2.0,Average,Smartphone,2.0,9.0,5.0,NO
20,1.5,Very poor,Smartphone,2.5,9.0,1.0,NO
21,3.0,Very poor,Laptop/Desktop,3.0,9.0,4.0,NO
19,2.0,Average,Laptop/Desktop,4.0,6.0,3.0,NO
38,4.0,Excellent,Laptop/Desktop,5.0,6.0,1.0,YES
19,3.0,Average,Smartphone,7.0,6.0,1.0,YES
17,2.0,Average,Laptop/Desktop,0.0,11.0,1.5,NO
18,3.0,Good,Laptop/Desktop,3.0,10.0,2.0,NO
20,5.0,Very poor,Laptop/Desktop,2.0,10.0,1.0,YES
20,2.0,Very poor,Smartphone,6.0,5.0,4.0,YES
23,0.0,Average,Laptop/Desktop,1.0,9.0,3.0,YES
29,2.0,Average,Laptop/Desktop,2.0,8.0,0.0,NO
20,0.0,Very poor,Laptop/Desktop,6.0,9.0,1.0,NO
22,1.0,Very poor,Smartphone,4.0,10.0,1.0,NO
18,2.0,Average,Laptop/Desktop,3.0,8.0,2.0,YES
15,4.0,Good,Smartphone,4.0,4.0,3.0,YES
19,4.0,Average,Smartphone,5.0,8.0,2.0,YES
20,2.0,Very poor,Smartphone,2.0,9.0,10.0,YES
21,1.0,Very poor,Smartphone,4.0,9.0,1.0,YES
21,4.0,Average,Laptop/Desktop,3.0,8.0,2.0,YES
20,4.0,Very poor,Smartphone,1.0,10.0,2.0,NO
20,2.0,Average,Smartphone,1.0,8.0,4.0,NO
19,0.0,Very poor,Smartphone,2.0,7.0,4.0,NO
28,3.0,Good,Laptop/Desktop,1.0,10.0,1.0,NO
19,6.0,Good,Laptop/Desktop,6.0,8.0,2.0,YES
21,2.0,Average,Smartphone,2.0,8.0,1.0,NO
23,0.0,Good,Laptop/Desktop,3.0,10.0,4.0,NO
20,3.0,Good,Laptop/Desktop,2.0,7.0,5.0,NO
22,4.0,Good,Laptop/Desktop,2.0,12.0,2.0,NO
20,2.0,Average,Smartphone,4.0,8.0,2.0,YES
20,5.0,Good,Laptop/Desktop,4.0,7.0,3.0,YES
23,3.0,Good,Laptop/Desktop,2.0,6.0,1.0,YES
21,2.0,Very poor,Smartphone,2.0,8.0,4.0,NO
19,3.0,Very poor,Smartphone,2.0,9.0,5.0,NO
23,3.0,Good,Laptop/Desktop,5.0,6.0,1.0,NO
20,4.0,Average,Smartphone,2.0,8.0,2.0,YES
22,2.0,Good,Laptop/Desktop,2.0,8.0,2.0,YES
19,2.0,Poor,Smartphone,2.0,8.0,3.0,YES
21,5.0,Very poor,Smartphone,4.0,7.0,1.0,YES
20,0.0,Very poor,Smartphone,5.0,8.0,1.0,NO
21,1.0,Very poor,Laptop/Desktop,5.0,11.0,2.0,NO
22,5.0,Good,Laptop/Desktop,3.0,7.0,2.0,YES
18,4.0,Good,Smartphone,2.0,6.0,2.0,YES
21,1.0,Good,Laptop/Desktop,1.0,7.0,2.0,YES
22,2.0,Average,Laptop/Desktop,5.0,8.0,1.0,NO
20,4.0,Average,Laptop/Desktop,3.0,9.0,3.0,NO
19,6.0,Very poor,Smartphone,4.0,6.0,2.0,YES
21,0.5,Very poor,Smartphone,2.0,9.0,1.0,NO
21,1.0,Very poor,Laptop/Desktop,0.0,9.0,3.0,NO
19,4.0,Very poor,Smartphone,2.0,9.0,7.0,NO
21,2.0,Very poor,Smartphone,2.0,8.0,1.0,NO
23,5.5,Excellent,Laptop/Desktop,3.0,8.0,1.0,YES
21,0.0,Very poor,Smartphone,0.0,9.0,4.0,NO
40,6.0,Average,Laptop/Desktop,3.0,7.0,2.0,NO
20,4.0,Good,Laptop/Desktop,1.0,9.0,2.0,NO
40,5.0,Excellent,Laptop/Desktop,4.0,6.0,1.0,YES
19,3.0,Average,Smartphone,1.0,6.0,2.0,YES
18,2.0,Very poor,Laptop/Desktop,4.0,8.0,1.5,NO
23,3.0,Average,Laptop/Desktop,2.0,6.0,3.0,YES
21,7.0,Average,Laptop/Desktop,8.0,6.0,1.0,NO
20,0.5,Very poor,Smartphone,1.0,8.0,0.5,NO
30,4.0,Average,Laptop/Desktop,3.0,7.8,4.0,NO
21,5.0,Average,Laptop/Desktop,1.0,8.0,2.0,YES
20,1.0,Very poor,Laptop/Desktop,0.0,8.0,4.0,NO
22,3.0,Average,Laptop/Desktop,5.0,8.0,2.0,YES
40,1.0,Excellent,Laptop/Desktop,2.0,6.7,1.0,YES
24,5.0,Excellent,Laptop/Desktop,3.0,8.0,2.0,YES
18,4.0,Very poor,Smartphone,1.0,9.0,2.0,NO
22,1.0,Very poor,Smartphone,2.0,5.0,10.0,NO
20,7.0,Poor,Smartphone,2.0,8.0,3.0,NO
35,3.0,Good,Laptop/Desktop,3.0,7.0,1.0,NO
40,2.0,Poor,Smartphone,3.0,5.0,1.0,NO
18,0.0,Poor,Laptop/Desktop,2.0,7.0,4.0,YES
19,4.0,Very poor,Smartphone,0.0,7.0,1.0,NO
35,4.0,Average,Laptop/Desktop,4.0,10.0,2.0,YES
16,5.0,Very poor,Laptop/Desktop,4.0,8.0,0.5,NO
30,1.0,Good,Smartphone,1.0,7.0,1.0,NO
